key;sentence_ja;sentence_fr;sort
落ち着く[おちつく];私[わたし]の 話[はなし]を 落[お]ち 着[つ]いて 聞[き]いてください。;Calmez-vous et écoutez-moi.;3240
知り合い[しりあい];街[まち]で 知[し]り 合[あ]いを 見[み]かけたよ。;J'ai croisé une connaissance en ville.;3241
元々[もともと];彼女[かのじょ]はもともとフランスに 行[い]くつもりだったの。;Elle avait à l'origine l'intention d'aller en France.;3243
直前[ちょくぜん];試合[しあい]の 直前[ちょくぜん]にはいつもあがっています。;Je me sens toujours nerveux juste avant le match.;3244
助かる[たすかる];彼[かれ]はシートベルトをしていたので 助[たす]かったんだ。;Il a survécu parce qu'il portait une ceinture de sécurité.;3246
早速[さっそく];では 早速[さっそく] 書類[しょるい]をお 送[おく]りします。;Je vais immédiatement envoyer les documents.;3250
外れる[はずれる];びんのふたが 外[はず]れません。;Le couvercle de la bouteille ne se détache pas.;3252
物凄い[ものすごい];夕方[ゆうがた]、ものすごい 雨[あめ]が 降[ふ]ったね。;Il y a eu une énorme averse plus tôt ce soir.;3253
得る[える];１０チームが 賞[しょう]を 得[え]ようと 争[あらそ]った。;Dix équipes ont concouru pour le prix.;3254
気配[けはい];秋[あき]の 気配[けはい]が 感[かん]じられた。;Il y'a des indice de la venue de l'automne.;3255
付き合う[つきあう];彼女[かのじょ]と４ 年[ねん]ほど 付[つ]き 合[あ]っています。;Cela fait 4 ans que je vie avec cette femme.;3256
気をつける[きをつける];体[からだ]に 気[き]を 付[つ]けてください。;Prends soin de toi s'il te plaît.;3260
目立つ[めだつ];スーツを 着[き]て 彼[かれ]は 目立[めだ]っていた。;Il se faisait remarquer dans son costume.;3261
味わう[あじわう];母[はは]の 手料理[てりょうり]をゆっくり 味[あじ]わいました。;J'ai pris mon temps pour savourer la cuisine faites maison de ma mère.;3264
売り上げ[うりあげ];今年[ことし]の 売り上[うりあ]げは 倍増[ばいぞう]と 見込[みこ]んでいます。;Les ventes devraient doubler cette année.;3267
勘違い[かんちがい];待[ま]ち 合[あ]わせは２ 時[じ]だと 勘違[かんちが]いしていました。;Je pensais à tort que la réunion était à deux heures du matin.;3274
資料[しりょう];新[あたら]しい 資料[しりょう]を お送[おく]てください。;Veuillez m'envoyer de nouveaux documents.;3277
女の人[おんなのひと];この 会社[かいしゃ]は 女[おんな]の 人[ひと]が 少[すく]ない。;Dans cette entreprise, les femmes sont peu nombreuses.;3287
対策[たいさく];その場[ば]しのぎの 対策[たいさく]では 麻薬中毒[まやくちゅうどく] 問題[もんだい]にきりこむことはできないでしょう。;Ces mesures temporaires ne résouderont pas le problème de la toxicomanie.;3288
大人しい[おとなしい];私[わたし]の 彼女[かのじょ]はとても 大人[おとな]しいです。;Ma petite amie est très calme.;3290
派手[はで];雪[ゆき] 道[みち]で 派手[はで]に 転[ころ]んでしまったの。;Je suis tombé sur la route enneigée.;3291
角度[かくど];それでは 角度[かくど]が 小[ちい]さすぎよう。;L'angle serait trop étroit.;3300
以降[いこう];夕方[ゆうがた] 以降[いこう]にお 電話[でんわ]をください。;Appelez-moi plus tard dans la soirée.;3304
約[やく];ゴボウは地上約２メートルまでのびます。;Les bardanes poussent à environ deux mètres au-dessus du sol.;3308
手帳[てちょう];新[あたら]しい 手帳[てちょう]を 買[か]いました。;J'ai acheté un nouveau carnet.;3310
外部[がいぶ];これは 外部[がいぶ]には 秘密[ひみつ]です。;Ceci est confidentiel.;3314
調整[ちょうせい];シートを 自分[じぶん]に 合[あ]うように 調整[ちょうせい]してください。;Veuillez régler le siège pour votre confort.;3315
長男[ちょうなん];彼[かれ]の 長男[ちょうなん]は８ 才[さい]です。;Son fils aîné a huit ans.;3316
思い込む[おもいこむ];彼[かれ]はだまされたと 思[おも]い 込[こ]んでいるようです。;Apparemment, il pense avoir été dupé.;3325
偉い[えらい];彼[かれ]は 偉[えら]い 学者[がくしゃ]です。;C'est un grand savant.;3328
回答[かいとう];これらの 回答[かいとう]は、 原因[げんいん]と 結果[けっか]を はき違[はきちがえ]えている。;Ces réponses mélangent la cause avec la conséquence.;3329
素直[すなお];どうしてあなたって 素直[すなお]じゃないの？;Pourquoi ne pouvez-vous pas prendre les choses exactement comme elles le sont?;3332
工事[こうじ];工事[こうじ]の 音[おと]がうるさい。;Le chantier de construction est bruyant.;3334
名刺[めいし];私[わたし]たちは 名刺[めいし]を 交換[こうかん]しました。;Nous avons échangé nos cartes de visite.;3342
花火[はなび];昨日[きのう]、 花火[はなび]を 見[み]に 行[い]ったよ。;Je suis allé voir des feux d'artifice hier.;3343
改めて[あらためて];改[あらた]めてあなたのご 意見[いけん]を 聞[き]かせてください。;S'il vous plaît laissez-moi entendre votre opinion de nouveau.;3351
役者[やくしゃ];その 役者[やくしゃ]の 事[こと]は 聞[き]いたことが 無[な]い。;Je n'ai jamais entendu parler de l'acteur.;3353
複数[ふくすう];アジアの しゅうきょう 宗教から ひらめ 閃きを え 得て、 かれ 彼は ふくすう 複数の すば 素晴らしい ちょうこく 彫刻を うみだ 生み出した。;Asian religions inspire him to create splendid sculptures.;3356
打つかる[ぶつかる];車[くるま]が 電柱[でんちゅう]にぶつかった。;La voiture s'est écrasée dans le poteau téléphonique.;3361
水分[すいぶん];この 野菜[やさい]は 水分[すいぶん]が 多[おお]いですね。;Ces légumes ont une forte teneur en eau.;3362
引っ越し[ひっこし];引っ越[ひっこ]しのとき 手伝[てつだ]ってくれませんか。;Pourriez-vous m'aider quand je déménagerai ?;3365
当番[とうばん];先月[せんげつ]の 日直[にっちょく] 当番[とうばん] 全部[ぜんぶ] 私[わたし]に 押し付[おしつ]けた 形[かたち]でエスケープした 野郎[やろう]だ。;C'est le sale type qui s'est défilé lors de la journée des tâches manégères de la classe du mois dernier que nous devions réaliser ensemble.;3369
地味[じみ];今日[きょう]、 彼女[かのじょ]は 地味[じみ]な 服装[ふくそう]をしていますね。;Elle est habillée modestement aujourd'hui.;3370
発売[はつばい];ジョンテル 社[しゃ]はチップ・セットの 発売[はつばい]を ８月[はちがつ]まで 延期[えんき]する 見込[みこ]みだ。;John Tel devrait retarder la sortie de la puce éléctronique pour le moi d'août.;3375
部品[ぶひん];この 車[くるま]の 予備[よび]の 部品[ぶひん]を 買[か]うことができない。;Je ne peux pas acheter de pièces de rechange pour cette voiture.;3376
真っ白[まっしろ];外[そと]は 雪[ゆき]で 真[ま]っ 白[しろ]だった。;Avec la neige tout était blanc dehors.;3377
背負う[せおう];街[まち] 中[なか]で 子供[こども]を 背負[せお]って 歩[ある]いた。;Je portais l'enfant sur le dos et me promenais dans la ville.;3378
制作[せいさく];私[わたし]は、テレビドラマを 制作[せいさく]したいと 思[おも]っている。;Je pense que j'aimerais produire des séries télévisées.;3379
小学生[しょうがくせい];うちの 息子[むすこ]は 来年[らいねん]、 小学生[しょうがくせい]になります。;Notre fils va rentrer en école primaire l'année prochaine.;3381
預かる[あずかる];荷物[にもつ]を 預[あず]かってください。;Veuillez prendre soin de mes bagages.;3389
交流[こうりゅう];もっと 他[ほか]の 町[まち]との 交流[こうりゅう]を 深[ふか]めましょう。;Interagissons davantage avec les gens de d'autres villes.;3391
録音[ろくおん];そのラジオ 番組[ばんぐみ]はもう 録音[ろくおん]しました。;J'ai déjà enregistré cette émission de radio.;3397
会館[かいかん];その 日[ひ]に 限[かぎ]って 子供[こども]たちは 会館[かいかん]に 入[はい]ることを 許[ゆる]される。;Il est permis au enfants d'entrer dans le hall seulement aujourd'hui.;3406
原理[げんり];誰[だれ]もがその 考[かんが]えを 原理[げんり] 的[てき]には 認[みと]めるだろう。;En principe, tout le monde acceptera cette idée.;3408
温める[あたためる];いま くるま を あたためています;Je réchauffe la voiture maintenant.;3419
役人[やくにん];あの やくにん 役人たちは ぜんぜん 全然、 ざいせい 財政のことはわかっていない。;Those officials don't understand finance at all.;3421
纏める[まとめる];彼女[かのじょ]は 荷物[にもつ]をまとめて 出[で]て 行[い]った。;Elle a emballé ses bagages et est partie.;3426
言葉遣い[ことばづかい];先生[せんせい]にそんな 言葉[ことば] 遣[づか]いをしてはいけません。;Ne parlez pas à votre professeur comme ça.;3429
突く[つく];部屋[へや]の 電気[でんき]がついています。;The room light is on.;3430
何しろ[なにしろ];何[なに]しろ 小[ちい]さい 店[みせ]なので、 彼[かれ]は 会計係[かいけいがかり]から 倉庫[そうこ] 係[かかり]まで 多[おお]くの 仕事[しごと]を 一手[いって]にこなさなければならない。;Comme le magasin est petit, il doit porter porter plusieurs casquette, du comptable au responsable du stock.;3437
先頭[せんとう];軍隊[ぐんたい]は 戦闘[せんとう]の 配置[はいち]で 整列[せいれつ]していた。;Les troupes étaient en pleine bataille.;3443
力強い[ちからづよい];おどりこ 踊り子 たち 達は しろ 白いドレスを き 着てきゃしゃに み 見えますが、 じっさい 実際には かのじょ 彼女たちは うま 馬のように ちからづよ 力強いのです。;Les danseurs ont l'air fluet dans leurs robes blanches, mais en réalité ils sont aussi puissants que des chevaux.;3445
例外[れいがい];この 規則[きそく]には 例外[れいがい]は 認[みと]められない。;Cette règle n'admet aucune exception.;3454
原稿[げんこう];この 原稿[げんこう]は 書き直[かきなお]したほうがいいな。;Je ferais mieux de réécrire ce document.;3458
生き生き[いきいき];彼[かれ]は 生き生き[いきいき]とした 想像力[そうぞうりょく]を 持[も]っている。;Il a une imagination très vive.;3459
