人[ひと];彼[かれ]は 優[やさ]しい 人[ひと]です。
集団[しゅうだん];集団[しゅうだん]旅行[りょこう]に 参加[さんか]した。
単純[たんじゅん];彼女[かのじょ]は 子供[こども]の 様[よう]に 単純[たんじゅん]だ。
学[がく];少[すく]なくとも 三十人[さんじゅうにん]の 学生[がくせい]が 欠席[けっせき]した。
飯[めし];とにかくメシ・・・といきたいところだが、その 前[まえ]に 用[よう]を 足[た]すことにした。
移動[いどう];その 机[つくえ]を 左[ひだり]へ 移動[いどう]してください。
重大[じゅうだい];重大[じゅうだい]な 発表[はっぴょう]があります。
現象[げんしょう];村[むら]では 最近[さいきん]、 不思議[ふしぎ]な 現象[げんしょう]が 起[お]きています。
秒[びょう];コウイチにLINEしたら 秒[びょう]で 返事[へんじ]きてわらえた。
困難[こんなん];困難[こんなん]にあってもあきらめてはいけないよ。
持ち上げる[もちあげる];吉雄[よしお]は 私[わたし]がその 箱[はこ]を 持[も]ち 上[あ]げるのを 手伝[てつだ]ってくれた。
管理[かんり];このセンターで 工場[こうじょう]全体[ぜんたい]を 管理[かんり]しています。
捕まる[つかまる];警察[けいさつ]に 捕[つか]まるような 恐[おそ]れがあるのですか。
はあ;・・・はぁ、どう 状況[じょうきょう]を 受[う]け 止[と]めればいいのかしら。
会合[かいごう];私[わたし]たちの 会合[かいごう]が 開[ひら]かれるのはこの 部屋[へや]でです。
女王[じょおう];それは、 女王[じょおう]のいすです。
優れる[すぐれる];彼[かれ]は 非常[ひじょう]に 優[すぐ]れた 選手[せんしゅ]です。
入場[にゅうじょう];選手[せんしゅ]の 入場[にゅうじょう]です。
一回[いっかい];もう 一回[いっかい]、 言[い]ってください。
判断[はんだん];アルコールを 飲[の]むと、 判断力[はんだんりょく]がなくなる。
明かり[あかり];部屋[へや]の 明[あ]かりをつけましょう。
愛[あい];これまでに 男[おとこ]の 人[ひと]を 愛[あい]したことがありますか。
成功[せいこう];あなたのプロジェクトの 成功[せいこう]を 願[ねが]っています。
通信[つうしん];弟[おとうと]は 通信[つうしん]で 勉強[べんきょう]しています。
恐れる[おそれる];彼[かれ]は 受験[じゅけん]の 失敗[しっぱい]を 恐[おそ]れています。
署名[しょめい];書類[しょるい]をよく 読[よ]んで、 署名[しょめい]をしてください。
セット;このメニューはサラダと 飲[の]み 物[もの]がセットになっています。
頂上[ちょうじょう];富士山[ふじさん]の 頂上[ちょうじょう]は 夏[なつ]でさえ 寒[さむ]い。
熱中[ねっちゅう];彼女[かのじょ]は 今[いま]テニスに 熱中[ねっちゅう]している。
入力[にゅうりょく];名前[なまえ]を 入力[にゅうりょく]して。
金属[きんぞく];アルミニウムは 金属[きんぞく]の 一種[いっしゅ]です。
速い[はやい];彼[かれ]は 走[はし]るのが 速[はや]い。
叩く[たたく];彼[かれ]は 子供[こども]のお 尻[しり]を 叩[たた]いた。
選択[せんたく];彼女[かのじょ]は、 仕事[しごと]か 恋人[こいびと]かの 選択[せんたく]に 迷[まよ]った。
安定[あんてい];公務員[こうむいん]は 安定[あんてい]した 仕事[しごと]だ。
否定[ひてい];彼女[かのじょ]はお 金[かね]を 盗[ぬす]んだことを 否定[ひてい]しています。
もう一つ[もうつひとつ];もう 一[ひと]つソフトクリームを 食[た]べようかな。
伝統[でんとう];国[くに]によって、いろいろな 伝統[でんとう]があります。
さて;さて、 順番[じゅんばん]に 並[なら]べましたか。
プラス;この 経験[けいけん]はあなたにとってプラスになるでしょう。
２、３日[にち];私[わたし]たちは 先月[せんげつ]十一日[じゅういちにち]に 結婚[けっこん]しました。
検査[けんさ];大[おお]きな 病院[びょういん]で 検査[けんさ]した 方[ほう]がいいですよ。
慎重[しんちょう];もう 一度[いちど]慎重[しんちょう]に 見直[みなお]しましょう。
途端[とたん];高速[こうそく]に 乗[の]った 途端[とたん]に、タイヤがパンクした。
額[ひたい];額[ひたい]に 汗[あせ]をかいたよ。
不利[ふり];彼[かれ]は 今[いま]不利[ふり]な 立場[たちば]にいます。
近頃[ちかごろ];近頃[ちかごろ]彼女[かのじょ]の 様子[ようす]がおかしい。
改善[かいぜん];改善[かいぜん]のため 今[いま]も 研究[けんきゅう]は 続[つづ]いている。
デート;デートで 遊園地[ゆうえんち]に 行[い]きました。
雇う[やとう];新[あたら]しい 社員[しゃいん]を 雇[やと]いました。
チーズ;チーズを 一切[ひとき]れ 食[た]べました。
直ちに[ただちに];直[ただ]ちに 会社[かいしゃ]に 戻[もど]ってください。
政府[せいふ];そのデモについて 政府[せいふ]は 何[なに]もしなかった。
婦人[ふじん];婦人服[ふじんふく]売[う]り 場[ば]は 五階[ごかい]でございます。
印刷[いんさつ];年賀状[ねんがじょう]を 印刷[いんさつ]したの。
略[ほぼ];仕事[しごと]が 略[ほぼ]終[お]わりました。
書物[しょもつ];彼[かれ]は 書物[しょもつ]に 囲[かこ]まれて 生活[せいかつ]しているの。
センター;このセンターで 工場[こうじょう]全体[ぜんたい]を 管理[かんり]しています。
招く[まねく];両親[りょうしん]を 食事[しょくじ]に 招[まね]いた。
公平[こうへい];賞金[しょうきん]をもらったら 公平[こうへい]に 分[わ]けましょう。
警告[けいこく];車[くるま]に 駐車違反[ちゅうしゃいはん]の 警告[けいこく]を 貼[は]られました。
候補[こうほ];会長[かいちょう]の 候補[こうほ]は 三人[さんにん]います。
納得[なっとく];彼[かれ]の 説明[せつめい]で 納得[なっとく]できました。
友情[ゆうじょう];彼[かれ]らは 強[つよ]い 友情[ゆうじょう]で 結[むす]ばれているな。
健康[けんこう];私[わたし]は 健康[けんこう]な 生活[せいかつ]を 送[おく]っています。
劇場[げきじょう];午後[ごご]八時[はちじ]に 劇場[げきじょう]の 前[まえ]で 会[あ]いましょう。
記入[きにゅう];こちらにお 名前[なまえ]をご 記入[きにゅう]ください。
強調[きょうちょう];先生[せんせい]が 大事[だいじ]なところを 何度[なんど]も 強調[きょうちょう]した。
修正[しゅうせい];検討[けんとう]の 結果[けっか]案[あん]を 修正[しゅうせい]したよ。
羽[はね];小鳥[ことり]は、 羽[はね]をパタパタ 動[うご]かしました。
退屈[たいくつ];校長[こうちょう]の 退屈[たいくつ]な 話[はなし]が 続[つづ]いたんだよ。
教科書[きょうかしょ];日本語[にほんご]の 教科書[きょうかしょ]を 忘[わす]れた。
ミス;ミスは 誰[だれ]にでもあります。
不自由[ふじゆう];彼[かれ]は 不自由[ふじゆう]な 暮[く]らしに 慣[な]れたようだね。
増加[ぞうか];島[しま]の 人口[じんこう]は 年々[ねんねん]増加[ぞうか]しています。
定期[ていき];定期演奏会[ていきえんそうかい]は 年[ねん]に 四回[よんかい]あります。
握手[あくしゅ];彼[かれ]らは 握手[あくしゅ]をした。
悲しむ[かなしむ];父[ちち]は 友達[ともだち]の 死[し]を 悲[かな]しんでいます。
読書[どくしょ];私[わたし]の 趣味[しゅみ]は 読書[どくしょ]です。
大戦[たいせん];大戦[たいせん]で 多[おお]くの 人[ひと]が 亡[な]くなりました。
既に[すでに];そのことは 既[すで]にみんな 知[し]っています。
苦痛[くつう];私[わたし]は 人前[ひとまえ]で 話[はな]すことが 苦痛[くつう]です。
係[かかり];彼女[かのじょ]は 会場整理[かいじょうせいり]の 係[かかり]だったの。
友[とも];持[も]つべきものは 友[とも]よね。
有利[ゆうり];資格[しかく]があると 就職[しゅうしょく]に 有利[ゆうり]です。
叫ぶ[さけぶ];彼女[かのじょ]は 助[たす]けを 求[もと]めて 大声[おおごえ]で 叫[さけ]んだの。
一段[いちだん];一段[いちだん]飛[と]ばしで 階段[かいだん]を 駆[か]け 上[あ]った。
金庫[きんこ];ホテルの 金庫[きんこ]に 貴重品[きちょうひん]を 入[い]れたよ。
握る[にぎる];少女[しょうじょ]は 母親[ははおや]の 手[て]を 握[にぎ]った。
急速[きゅうそく];コンピューターは 急速[きゅうそく]な 進化[しんか]を 遂[と]げた。
微妙[びみょう];彼[かれ]は 会社[かいしゃ]で 微妙[びみょう]な 立場[たちば]にあります。
医療[いりょう];医療[いりょう]関係[かんけい]の 仕事[しごと]をしています。
布[ぬの];この 布[ぬの]はカーテンに 使[つか]えます。
命じる[めいじる];急[きゅう]に 出張[しゅっちょう]を 命[めい]じられました。
進学[しんがく];彼女[かのじょ]は 来年[らいねん]大学[だいがく]に 進学[しんがく]する。
マイク;彼女[かのじょ]はマイクを 持[も]って 話[はな]し 始[はじ]めたの。
トップ;彼[かれ]はトップの 成績[せいせき]で 合格[ごうかく]しました。
今に[いまに];あなたも 今[いま]に 分[わ]かるでしょう。
金曜[きんよう];よく 覚[おぼ]えていないのですがたしか 先週[せんしゅう]の 金曜日[きんようび]だったと 思[おも]います。
服装[ふくそう];そのパーティーはカジュアルな 服装[ふくそう]で 大丈夫[だいじょうぶ]です。
大気[たいき];大気[たいき]汚染[おせん]マップを 毎日[まいにち]チェックしています。
読み[よみ];母[はは]に 読[よ]み 書[か]きを 習[なら]いました。
月曜[げつよう];彼[かれ]は 来週[らいしゅう]月曜日[げつようび]にもう 一度[いちど]会[かい]を 開[ひら]いてはどうかと 提案[ていあん]した。
吸収[きゅうしゅう];彼[かれ]は 知識[ちしき]の 吸収[きゅうしゅう]が 速[はや]いですね。
訪問[ほうもん];来週[らいしゅう]妻[つま]の 実家[じっか]を 訪問[ほうもん]します。
失望[しつぼう];彼女[かのじょ]は 結婚生活[けっこんせいかつ]に 失望[しつぼう]していたの。
評判[ひょうばん];新[あたら]しく 出版[しゅっぱん]された 雑誌[ざっし]は、 評判[ひょうばん]がいい。
礼儀[れいぎ];彼女[かのじょ]は 礼儀[れいぎ]が 身[み]についています。
代金[だいきん];三人分[さんにんぶん]の 代金[だいきん]は 計[けい]六千円[ろくせんえん]です。
帯[おび];この 帯[おび]は 長[なが]すぎます。
飼う[かう];ペットを 飼[か]ったことはありますか。
休憩[きゅうけい];このあと、 10分[じゅっぷん]休憩[きゅうけい]を 取[と]ります。
