人[ひと];彼[かれ]は 優[やさ]しい 人[ひと]です。
何[なん];質問[しつもん]は 何[なん]ですか。
見る[みる];私[わたし]は 絵[え]を 見[み]るのが 好[す]きです。
何[なに];この 学生[がくせい]は 何[なに]を 書[か]きましたか。
言う[いう];課長[かちょう]は「 一杯[いっぱい] 飲[の]みましょう」と 言[い]った。
今[いま];父[ちち]は 今[いま]テレビを 見[み]ている。
一[いち];一時[いちじ]です。
一人[ひとり];私[わたし]は 一人[ひとり]で 公園[こうえん]を 散歩[さんぽ]しました。
二人[ふたり];今日[きょう]は 妻[つま]と 二人[ふたり]で 食事[しょくじ]をします。
今日[きょう];今日[きょう]は 仕事[しごと]がありません。
行く[いく];タクシーで 病院[びょういん]に 行[い]った。
出る[でる];今朝[けさ]は 早[はや]く 家[いえ]を 出[で]ました。
分かる[わかる];質問[しつもん]の 意味[いみ]は 分[わ]かりましたか。
大きい[おおきい];あの 大[おお]きい 建物[たてもの]は 何[なん]ですか。
私[わたし];私[わたし]が 行[い]きましょう。
来る[くる];彼[かれ]は 昼過[ひるす]ぎに 来[き]ます。
言葉[ことば];この 言葉[ことば]の 意味[いみ]が 分[わ]かりません。
出す[だす];猫[ねこ]を 外[そと]に 出[だ]した？
一番[いちばん];冬[ふゆ]は 私[わたし]の 一番[いちばん] 好[す]きな 季節[きせつ]です。
見せる[みせる];その 写真[しゃしん]を 見[み]せてください。
時間[じかん];5時間[じかん] 海[うみ]にいました。
大丈夫[だいじょうぶ];大丈夫[だいじょうぶ]ですか。
出来る[できる];駅[えき]の 前[まえ]に 大[おお]きいスーパーが 出来[でき]ました。
大きな[おおきな];大[おお]きな 家[いえ]に 住[す]みたい。
入る[はいる];寒[さむ]いので 中[なか]に 入[はい]ってください。
本[ほん];本[ほん]がある。
日本[にほん];日本[にほん]は 中国[ちゅうごく]に 近[ちか]い。
入れる[いれる];鞄[かばん]に 本[ほん]を 入[い]れます。
方[かた];次[つぎ]の 方[かた]どうぞ。
話す[はなす];母[はは]と 電話[でんわ]で 話[はな]しました。
会う[あう];また 会[あ]いましょう。
仕事[しごと];3月[さんがつ]は 仕事[しごと]が 忙[いそが]しい。
昨日[きのう];昨日[きのう]メアリーが 買[か]ったのは 何[なん]ですか。
聞く[きく];彼女[かのじょ]はラジオを 聞[き]いています。
私[わたくし];私[わたくし]もです！
大切[たいせつ];これは 母[はは]が 大切[たいせつ]にしていた 指輪[ゆびわ]です。
物[もの];フランスではナイフとフォークで 食[た]べるものだ。
大好き[だいすき];私[わたし]は 犬[いぬ]が 大好[だいす]きだ。
一日[いちにち];昨日[きのう]は 一日[いちにち]テストの 勉強[べんきょう]をしていました。
後[あと];仕事[しごと]の 後[あと] 映画[えいが]を 見[み]た。
取る[とる];テストでいい 点[てん]を 取[と]った。
同じ[おなじ];彼[かれ]の 日本語[にほんご]のレベルは 私[わたし]と 同[おな]じくらいだ。
一緒[いっしょ];一緒[いっしょ]に 食事[しょくじ]しようか。
作る[つくる];今[いま] 朝[あさ]ご 飯[はん]を 作[つく]っています。
病気[びょうき];祖父[そふ]が 病気[びょうき]になった。
半分[はんぶん];お 菓子[かし]を 友達[ともだち]に 半分[はんぶん]あげた。
部屋[へや];私[わたし]の 部屋[へや]は2階[にかい]にあります。
先[さき];お 先[さき]にどうぞ。
切る[きる];この 紙[かみ]を 半分[はんぶん]に 切[き]ってください。
間[かん];1時間半[いちじかんはん]かかりますよ。
心身[しんしん];私[わたし]は 心身[しんしん]ともに 疲[つか]れていました
末っ子[すえっこ];彼[かれ]は 五人[ごにん] 兄弟[きょうだい]の 末[すえ]っ子[こ]です
売り切れる[うりきれる];その 本[ほん]は すぐ 売[う]り切[き]れた
真っ黒[まっくろ];インクで 手[て]が 真[ま]っ黒[くろ]になった
断定[だんてい];まだ 原因[げんいん]は 断定[だんてい]できません
国立[こくりつ];新[あたら]しい 国立[こくりつ] 劇場[げきじょう]が 完成[かんせい]しました
ランチ;一緒[いっしょ]に ランチに 行[い]きませんか
住まい[すまい];私[わたし]の 住[す]まいは 東京[とうきょう]にあります
交じる[まじる];彼女[かのじょ]は 外国人[がいこくじん]に 交[ま]じって ダンスをしたの
直線[ちょくせん];直線[ちょくせん]を 描[か]いてください
包丁[ほうちょう];包丁[ほうちょう]で 指[ゆび]を 切[き]った
解答[かいとう];インターネットで 試験[しけん]の 解答[かいとう]を 確認[かくにん]したんだ
編む[あむ];妹[いもうと]は マフラーを 編[あ]みました
大小[だいしょう];応募[おうぼ] 作品[さくひん]の 大小[だいしょう]は 問[と]いません
校舎[こうしゃ];古[ふる]い 校舎[こうしゃ]の 修理[しゅうり]が 必要[ひつよう]です
血液[けつえき];心臓[しんぞう]は 全身[ぜんしん]に 血液[けつえき]を 送[おく]り出[だ]している
プログラム;受付[うけつけ]で プログラムを 受[う]け取[と]った
掘る[ほる];ここに 穴[あな]を 掘[ほ]りましょう。
バック;車[くるま]のギアをバックに 入[い]れたよ。
商店[しょうてん];この 通[とお]りには 商店[しょうてん]が 多[おお]いね。
甘やかす[あまやかす];子供[こども]を 甘[あま]やかしてはいけないの。
残らず[のこらず];ごみを 残[のこ]らず 拾[ひろ]ったよ。
日時[にちじ];試写会[ししゃかい]の 日時[にちじ]を 教[おし]えてください。
申請[しんせい];これからパスポートの 申請[しんせい]に 行[い]きます。
間接[かんせつ];それは 間接的[かんせつてき]な 原因[げんいん]の 一[ひと]つです。
争う[あらそう];その 二国[にこく]は 資源[しげん]を 巡[めぐ]って 争[あらそ]っています。
崩れる[くずれる];大雨[おおあめ]で 崖[がけ]が 崩[くず]れたね。
比較的[ひかくてき];今年[ことし]は 比較的[ひかくてき] 景気[けいき]がいい。
浴衣[ゆかた];彼女[かのじょ]は 自分[じぶん]の 古[ふる]い 考[かんが]え 方[かた]にしがみついて、毎晩[まいばん]パジャマの 代[か]わりに 浴衣[ゆかた]を 着[き]て 過[す]ごした。
引っ込む[ひっこむ];ダイエットをしてお 腹[なか]が 引[ひ]っ 込[こ]みました。
内科[ないか];内科[ないか]で 胃[い]の 調子[ちょうし]を 見[み]てもらったよ。
自習[じしゅう];明日[あす]は 自習[じしゅう]の 時間[じかん]がある。
揉む[もむ];肩[かた]を 揉[も]んでください。
枕[まくら];私[わたし]は 低[ひく]い 枕[まくら]が 好[す]きです。
万歳[ばんざい];勝[か]った、 万歳[ばんざい]！
狡い[ずるい];あなたのやり 方[かた]は 狡[ずる]い。
長女[ちょうじょ];うちの 長女[ちょうじょ]は 十歳[じゅっさい]です。
祖先[そせん];犬[いぬ]も 猫[ねこ]も 祖先[そせん]は 同[おな]じ 動物[どうぶつ]らしいよ。
話し掛ける[はなしかける];知[し]らない 人[ひと]が 話[はな]し 掛[か]けてきた。
三角[さんかく];紙[かみ]を 三角[さんかく]に 切[き]りました。
往復[おうふく];往復[おうふく] 切符[きっぷ]をください。
遊園地[ゆうえんち];この 遊園地[ゆうえんち]のチケットは 三千円[さんぜんえん]です。
改造[かいぞう];首相[しゅしょう]は 内閣[ないかく]の 改造[かいぞう]を 行[おこな]いました。
返る[かえる];もう 一度[いちど] 原点[げんてん]に 返[かえ]って 考[かんが]えましょう。
電力[でんりょく];このエアコンはあまり 電力[でんりょく]を 使[つか]いません。
失恋[しつれん];彼[かれ]は 最近[さいきん] 失恋[しつれん]したらしいの。
転がす[ころがす];まず 肉[にく]をパン 粉[こ]の 上[うえ]で 転[ころ]がします。
書道[しょどう];書道[しょどう]をすると 姿勢[しせい]も 良[よ]くなります。
学会[がっかい];彼[かれ]は 学会[がっかい]で 論文[ろんぶん]を 発表[はっぴょう]したよ。
ダム;今[いま]ダムの 水[みず]が 少[すく]ないね。
蒸気[じょうき];珈琲[コーヒー]メーカーからの 蒸気[じょうき]でやけどをしちゃった。
容器[ようき];容器[ようき]の 蓋[ふた]はきちんと 閉[し]めましょう。
産地[さんち];その 地方[ちほう]はお 茶[ちゃ]の 産地[さんち]です。
畳む[たたむ];布団[ふとん]を 畳[たた]んでください。
上り[のぼり];これは 上[のぼ]り 電車[でんしゃ]です。
纏まる[まとまる];みんなの 意見[いけん]が 纏[まと]まりました。
貝[かい];浜辺[はまべ]できれいな 貝[かい]を 拾[ひろ]いました。
民間[みんかん];その 土地[とち]は 民間[みんかん] 企業[きぎょう]に 売却[ばいきゃく]されたんだ。
日課[にっか];犬[いぬ]の 散歩[さんぽ]は 私[わたし]の 日課[にっか]です。
目印[めじるし];私[わたし]の 家[いえ]は 赤[あか]い 屋根[やね]が 目印[めじるし]です。
温まる[あたたまる];まだ 部屋[へや]が 温[あたた]まらない。
真っ青[まっさお];空[そら]が 真[ま]っ 青[さお]です。
敷く[しく];生[う]まれて 初[はじ]めて 布団[ふとん]を 敷[し]いた。
口紅[くちべに];赤[あか]い 口紅[くちべに]を 買[か]いました。
乾かす[かわかす];濡[ぬ]れた 服[ふく]を 乾[かわ]かした。
紅葉[こうよう];この 山[やま]は 紅葉[こうよう]がとても 美[うつく]しい。
実る[みのる];やっと 努力[どりょく]が 実[みの]りました。
平凡[へいぼん];彼[かれ]はごく 平凡[へいぼん]な 人[ひと]です。
武士[ぶし];彼[かれ]の 家柄[いえがら]は 武士[ぶし]でした。
実物[じつぶつ];何[なに]かの 説明[せつめい]をするときは 実物[じつぶつ]を 使[つか]うと 分[わ]かりやすいの。
日当たり[ひあたり];この 部屋[へや]は 日当[ひあ]たりがいい。
記号[きごう];地図[ちず]にはいろいろな 記号[きごう]が 使[つか]われているのね。
境界[きょうかい];ここは 隣[となり]の 市[し]との 境界[きょうかい]です。
担ぐ[かつぐ];彼[かれ]は 大[おお]きな 荷物[にもつ]を 担[かつ]いできたの。
枚数[まいすう];コピーの 枚数[まいすう]を 数[かぞ]えてください。
公衆[こうしゅう];彼[かれ]は 公衆[こうしゅう] 電話[でんわ]を 探[さが]したの。
教養[きょうよう];彼女[かのじょ]はとても 教養[きょうよう]のある 人[ひと]ですね。
実習[じっしゅう];今日[きょう]は 料理[りょうり]の 実習[じっしゅう]があった。
観測[かんそく];先生[せんせい]が 星[ほし]の 観測[かんそく]に 連[つ]れて 行[い]ってくれました。
長所[ちょうしょ];君[きみ]の 長所[ちょうしょ]は 明[あか]るいところだね。
パンツ;彼女[かのじょ]はスカートよりパンツが 似合[にあ]うね。
代わる[かわる];上司[じょうし]に 代[か]わって 会議[かいぎ]に 出[で]た
足跡[あしあと];雪[ゆき]の 上[うえ]にうさぎの 足跡[あしあと]があった。
日陰[ひかげ];暑[あつ]いので 日陰[ひかげ]で 休[やす]みましょう。
面積[めんせき];この 土地[とち]の 面積[めんせき]はどれくらいですか。
透明[とうめい];ごみは 透明[とうめい]な 袋[ふくろ]に 入[い]れて 出[だ]してください。
縛る[しばる];古新聞[ふるしんぶん]をひもで 縛[しば]ったよ。
追い掛ける[おいかける];パトカーがバイクを 追[お]い 掛[か]けてるぞ。
測定[そくてい];これから 身長[しんちょう]と 体重[たいじゅう]を 測定[そくてい]します。
引き分け[ひきわけ];この 勝負[しょうぶ]は 引[ひ]き 分[わ]けです。
サラリーマン;父[ちち]はサラリーマンです。
幼稚園[ようちえん];娘[むすめ]は 幼稚園[ようちえん]に 通[かよ]っています
ストップ;ここで 一旦[いったん]ストップしてください
薄める[うすめる];スープを 少[すこ]し 薄[うす]めましょうか
下駄[げた];こちらの 下駄[げた]は 二色[にしょく]のお 色[いろ]を ご用意[ようい]しております。
憎む[にくむ];彼[かれ]は もう 彼女[かのじょ]を 憎[にく]んではいないよ
照らす[てらす];月[つき]が 庭[にわ]を 照[て]らしている
捜す[さがす];警察[けいさつ]が その 男[おとこ]を 捜[さが]しているの
憧れる[あこがれる];あの 人達[ひとたち]は 都会[とかい]の 生活[せいかつ]に 憧[あこが]れている。
カラー;カラーコピーは 一枚[いちまい]いくらですか
校庭[こうてい];陸上部[りくじょうぶ]は 校庭[こうてい]で 練習[れんしゅう]しています
幼稚[ようち];その 考[かんが]えは 少[すこ]し 幼稚[ようち]だと 思[おも]う
要旨[ようし];会議[かいぎ]の 要旨[ようし]は 次[つぎ]の 通[とお]りです
一休み[ひとやすみ];ここで 一休[ひとやす]みしましょう
欲張り[よくばり];彼女[かのじょ]は 欲張[よくば]りです
刺身[さしみ];私[わたし]は 刺身[さしみ]は 食[た]べません
刺さる[ささる];靴[くつ]の 底[そこ]に 釘[くぎ]が 刺[さ]さってしまったんだ
不通[ふつう];今朝[けさ] 停電[ていでん]で 電車[でんしゃ]が 不通[ふつう]になったよ
下町[したまち];あの 子[こ]は 下町[したまち] 育[そだ]ちだ
撫でる[なでる];猫[ねこ]の 頭[あたま]を 撫[な]でてあげた
実用[じつよう];これは とても 実用的[じつようてき]な サイトだね
惜しい[おしい];惜[お]しい、もう 少[すこ]しで 優勝[ゆうしょう]だった
雑音[ざつおん];雑音[ざつおん]が ひどくて 声[こえ]が 聞[き]こえません
溶かす[とかす];春[はる]の 太陽[たいよう]が 雪[ゆき]を 溶[と]かしました
効力[こうりょく];その 薬[くすり]は 効力[こうりょく]が 強[つよ]いよ
理科[りか];私[わたし]は 理科[りか]が 得意[とくい]です
中旬[ちゅうじゅん];来月[らいげつ] 中旬[ちゅうじゅん]に フランスへ 行[い]きます。
整う[ととのう];パーティーの 準備[じゅんび]が 整[ととの]いました
騙す[だます];人[ひと]を 騙[だま]してはいけません。
崩す[くずす];彼女[かのじょ]は 体調[たいちょう]を 崩[くず]しています
ボーナス;今年[ことし]は ボーナスが たくさん 出[で]ました。
肘[ひじ];彼[かれ]は 肘[ひじ]に 怪我[けが]をした
片道[かたみち];東京[とうきょう]まで 片道[かたみち] 切符[きっぷ]を 買[か]った
日帰り[ひがえり];私達[わたしたち]は 日帰[ひがえ]りで 京都[きょうと]に 行[い]きました
努める[つとめる];いい 成績[せいせき]が 取[と]れるように 努[つと]めます
灰色[はいいろ];今日[きょう]の 空[そら]は 灰色[はいいろ]だ
小便[しょうべん];ちょっと 小便[しょうべん]しに 行[い]ってくる
ナンバー;その 車[くるま]の ナンバーを 覚[おぼ]えていますか
採点[さいてん];先生[せんせい]は 試験[しけん]の 採点[さいてん]が 終[お]わったようね
湿度[しつど];日本[にほん]の 夏[なつ]は 湿度[しつど]が 高[たか]いです
定員[ていいん];降[お]りてください、定員[ていいん]オーバーです
項目[こうもく];論文[ろんぶん]の 項目[こうもく]を 分[わ]かりやすく 整理[せいり]したわ
儲かる[もうかる];彼[かれ]の 商売[しょうばい]は 儲[もう]かっているらしいね
名詞[めいし];学校[がっこう]は 名詞[めいし]です
配達[はいたつ];雨[あめ]の 日[ひ]も 風[かぜ]の 日[ひ]も、新聞配達[しんぶんはいたつ]しなければならない。
こっそり;彼女[かのじょ]は こっそり ダイエットを 始[はじ]めたの
不運[ふうん];彼[かれ]に 不運[ふうん]な 出来事[できごと]が 起[お]こったの
日の出[ひので];日の出[ひので]が とても きれいですね
籠[かご];籠[かご]の 中[なか]には 何[なに]が 入[はい]ってるの？
日にち[ひにち];ツアーの 申[もう]し込[こ]みの 締[し]め切[き]りまで 日[ひ]にちがない。
四角[しかく];紙[かみ]を 四角[しかく]に 切[き]ってください
仮定[かてい];仮定[かてい]の 話[はなし]だけでは 結論[けつろん]は 出[で]ません
定価[ていか];この 本[ほん]の 定価[ていか]は 525円[えん]です
国王[こくおう];あの 国王[こくおう]は、とても 欲張[よくば]りです。
採る[とる];この 山[やま]では キノコが 採[と]れますよ
浮かべる[うかべる];お 風呂[ふろ]に 花[はな]を 浮[う]かべて 入[はい]ったの
プリント;デジカメで 撮[と]った 写真[しゃしん]を プリントしたんだ
深まる[ふかまる];二人[ふたり]の 愛[あい]は ますます 深[ふか]まっているね
吹雪[ふぶき];吹雪[ふぶき]は 丸一週間[まるいっしゅうかん] 荒[あ]れ狂[くる]った。
欠伸[あくび];父[ちち]が 欠伸[あくび]をした。
膨らむ[ふくらむ];桜[さくら]の 蕾[つぼみ]が 膨[ふく]らんだのね
区分[くぶん];この 表[ひょう]は 年齢[ねんれい] 区分[くぶん]ごとの 人口[じんこう]を 表[あらわ]しています
気体[きたい];水[みず]が 沸騰[ふっとう]して 気体[きたい]になったんだ
率直[そっちょく];率直[そっちょく]な ご意見[ごいけん]ありがとうございました
亡くす[なくす];昨年[さくねん] 友人[ゆうじん]を 亡[なく]しました
気圧[きあつ];高[たか]い 山[やま]は 気圧[きあつ]が 低[ひく]いね
相互[そうご];チームの 中[なか]では 相互[そうご]の 信頼[しんらい]が 大切[たいせつ]です
倉庫[そうこ];この 荷物[にもつ]を 倉庫[そうこ]に 運[はこ]びましょう
明け方[あけがた];明[あ]け方[がた]に 雨[あめ]が 降[ふ]り始[はじ]めましたね
地名[ちめい];その 地名[ちめい]は 聞[き]いたことがないなあ
木材[もくざい];暇[ひま]だったら、木材[もくざい]を 運[はこ]ぶのを 手伝[てつだ]ってくれない？
賞品[しょうひん];パーティーの ビンゴの 賞品[しょうひん]は 何[なに]がいいだろう
火山[かざん];島[しま]で 火山[かざん]が 噴火[ふんか]したよ
水平[すいへい];この 棚[たな]は 水平[すいへい]になっていませんね
レンズ;眼鏡[めがね]の レンズを 変[か]えました
勝敗[しょうはい];この セットで 勝敗[しょうはい]が 決[き]まります
所々[ところどころ];この 本[ほん]は ページが 所々[ところどころ] 破[やぶ]れているね
竹[たけ];この 笛[ふえ]は 竹[たけ]で できている
巡る[めぐる];明日[あした]から 温泉[おんせん]を 巡[めぐ]る 旅[たび]に 出[で]ます
